Visit Frequency;Days Since Last Loyalty Program Interaction;Purchase Recency;Average Spend per Visit;Loyalty Points Earned (Last X Days);Loyalty Points Redeemed (Last X Days);Total Loyalty Points Balance;Most Purchased Product Category;Change in Product Category;Time of Visit (Peak/Off-Peak);Preferred Order Method;Change in Order Method;Number of Complaints (Last X Days);Sentiment of Last Review/Feedback;Special Event Engagement;Churn Label
9;2;31;59531;18;283;2521;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
7;0;16;59529;405;341;813;Pastries;0;Morning;Delivery;0;0;Positive;1;0
7;4;6;59523;354;380;2455;Coffee;1;Afternoon;Dine-in;0;0;Neutral;1;0
8;5;0;59514;335;319;2992;Coffee;0;Afternoon;Delivery;0;0;Positive;1;0
10;7;6;59504;377;184;154;Coffee;0;Morning;Takeaway;0;0;Negative;1;0
9;75;13;59477;401;27;2194;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
7;16;4;59474;293;344;2840;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;0
7;10;1;59463;490;280;1981;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
5;17;15;59461;353;457;745;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
6;16;6;59456;378;453;2159;Pastries;0;Morning;Dine-in;0;0;Neutral;1;0
7;6;21;59456;126;289;737;Lunch;0;Morning;Delivery;0;0;Positive;1;1
8;1;9;59452;383;276;2004;Pastries;0;Morning;Dine-in;0;0;Neutral;0;0
8;3;3;59440;468;35;179;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
10;43;13;59426;434;450;131;Coffee;0;Evening;Takeaway;0;0;Positive;1;1
10;8;1;59418;419;118;2509;Lunch;0;Morning;Takeaway;0;0;Positive;1;0
6;12;15;59407;377;357;72;Pastries;0;Morning;Dine-in;1;0;Positive;1;0
10;12;14;59406;348;314;1995;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;0
11;19;0;59404;70;209;2416;Coffee;0;Evening;Takeaway;0;1;Positive;1;0
5;5;1;59401;157;227;893;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
9;11;61;59387;453;257;1857;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
14;2;4;59383;308;231;2224;Coffee;1;Morning;Dine-in;0;0;Positive;1;1
4;16;3;59372;71;160;2387;Coffee;1;Afternoon;Takeaway;1;0;Positive;1;1
8;26;5;59370;384;425;1948;Lunch;0;Evening;Takeaway;0;1;Positive;1;0
9;23;4;59353;125;315;2706;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;0
9;14;25;59336;421;66;602;Lunch;0;Afternoon;Takeaway;0;0;Positive;1;1
7;51;8;59335;3;282;252;Pastries;0;Afternoon;Dine-in;0;0;Neutral;1;1
4;2;8;59323;140;417;1896;Coffee;1;Morning;Dine-in;0;0;Positive;1;1
9;1;0;59314;473;423;57;Coffee;1;Morning;Takeaway;0;2;Neutral;1;1
9;40;6;59308;394;449;1868;Coffee;0;Morning;Takeaway;0;1;Positive;1;0
5;45;52;59307;364;396;1899;Pastries;0;Evening;Dine-in;1;0;Positive;1;1
5;7;7;59307;286;25;270;Coffee;0;Morning;Takeaway;0;1;Positive;1;0
8;14;5;59306;257;183;1007;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
12;17;14;59278;230;39;1002;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
8;1;9;59269;497;358;763;Coffee;1;Morning;Dine-in;0;0;Positive;1;0
11;4;6;59255;99;265;1595;Coffee;0;Evening;Delivery;0;0;Neutral;1;0
12;2;6;59232;233;254;1699;Coffee;0;Morning;Dine-in;0;0;Positive;0;0
9;8;23;59231;148;428;1012;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
11;7;5;59228;467;77;2945;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
12;21;12;59219;446;199;880;Coffee;0;Morning;Delivery;1;0;Positive;0;0
6;8;4;59217;157;401;1068;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
9;5;0;59202;444;498;1742;Pastries;0;Afternoon;Takeaway;0;1;Negative;1;1
7;17;17;59197;304;325;2060;Coffee;0;Morning;Dine-in;1;0;Positive;0;1
9;33;4;59195;363;461;1977;Lunch;0;Morning;Dine-in;0;0;Negative;1;1
10;7;19;59176;176;214;180;Pastries;0;Afternoon;Delivery;0;0;Negative;1;1
6;33;36;59170;495;262;1527;Coffee;0;Evening;Dine-in;0;0;Positive;1;1
6;18;14;59169;157;250;2059;Pastries;0;Afternoon;Takeaway;0;0;Positive;1;0
8;14;2;59164;207;76;697;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
12;6;0;59153;66;402;883;Lunch;0;Morning;Dine-in;0;1;Negative;1;0
8;11;15;59150;279;124;2199;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
13;59;11;59125;261;457;378;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;0
6;15;5;59122;201;219;2190;Pastries;0;Morning;Takeaway;0;0;Neutral;1;0
9;3;13;59118;255;249;433;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
7;2;10;59111;391;179;2349;Coffee;1;Evening;Takeaway;0;0;Neutral;1;1
8;52;2;59108;193;57;2796;Coffee;1;Evening;Takeaway;0;0;Positive;1;0
7;12;15;59101;143;320;1343;Pastries;0;Evening;Delivery;0;0;Neutral;1;0
10;21;5;59101;488;98;2370;Coffee;0;Morning;Delivery;0;0;Positive;1;0
10;2;40;59098;268;87;1346;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;1
8;23;8;59091;218;304;1445;Pastries;0;Afternoon;Takeaway;0;0;Positive;1;0
8;29;5;59088;43;253;433;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
3;26;8;59086;244;85;1209;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
9;62;25;59081;323;52;1252;Pastries;0;Morning;Takeaway;0;0;Positive;1;1
6;37;3;59069;209;248;2892;Coffee;0;Evening;Takeaway;0;0;Neutral;1;1
12;22;18;59065;180;17;2153;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
7;5;9;59065;39;6;200;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;0
9;24;2;59058;259;189;2102;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
7;6;8;59053;490;212;2182;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;4;33;59051;269;334;1369;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
7;24;3;59032;35;68;547;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
6;46;8;59019;45;96;1392;Coffee;0;Evening;Dine-in;0;3;Positive;1;1
7;2;0;59006;283;439;2281;Coffee;0;Evening;Dine-in;0;2;Neutral;1;0
9;36;7;58954;264;67;1845;Pastries;0;Morning;Dine-in;0;0;Neutral;1;1
7;1;3;58946;15;324;2887;Coffee;0;Evening;Takeaway;1;0;Positive;1;0
11;7;15;58943;35;421;346;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
7;3;39;58942;254;452;2419;Coffee;1;Evening;Takeaway;0;0;Positive;1;1
12;6;9;58941;409;224;500;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
12;31;2;58932;260;435;1550;Pastries;0;Morning;Dine-in;0;1;Neutral;1;1
9;4;6;58922;68;158;899;Lunch;0;Morning;Takeaway;0;1;Positive;1;0
5;9;8;58916;458;11;441;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
3;2;6;58913;397;123;914;Coffee;0;Afternoon;Dine-in;0;1;Positive;1;0
6;4;36;58900;270;474;2033;Coffee;0;Evening;Dine-in;1;0;Positive;1;0
11;9;6;58900;474;445;22;Lunch;0;Evening;Takeaway;0;1;Positive;1;0
10;28;1;58890;461;374;2666;Pastries;0;Afternoon;Dine-in;0;0;Positive;0;1
5;2;19;58885;41;78;1415;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
9;17;22;58884;44;110;1706;Coffee;1;Morning;Dine-in;0;2;Positive;1;1
3;1;0;58878;150;486;2752;Coffee;1;Afternoon;Dine-in;0;0;Neutral;1;1
8;0;12;58861;30;392;38;Lunch;0;Morning;Dine-in;0;0;Negative;1;0
12;6;1;58853;68;86;595;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
6;11;19;58844;335;411;1210;Pastries;0;Morning;Dine-in;0;0;Neutral;0;0
12;8;3;58835;114;57;1206;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
13;17;1;58834;292;383;2910;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
6;9;2;58830;338;347;2866;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
7;15;26;58825;485;166;2986;Pastries;0;Afternoon;Takeaway;0;0;Negative;1;1
9;5;20;58821;450;94;902;Pastries;0;Morning;Takeaway;0;2;Positive;1;0
7;3;18;58817;99;268;2552;Coffee;0;Afternoon;Takeaway;0;1;Neutral;1;0
3;17;0;58808;397;482;628;Coffee;0;Evening;Takeaway;0;0;Negative;1;0
10;57;18;58802;121;380;386;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;1
13;1;7;58792;55;304;158;Lunch;0;Morning;Dine-in;0;0;Positive;0;0
7;22;6;58775;172;61;1047;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
7;37;24;58775;79;43;2542;Coffee;0;Evening;Dine-in;0;0;Positive;1;1
9;10;5;58772;122;327;1475;Pastries;0;Morning;Dine-in;0;0;Neutral;1;0
6;49;31;58772;13;423;2488;Coffee;0;Morning;Dine-in;0;0;Neutral;1;1
6;15;4;58762;61;137;175;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
9;7;0;58755;154;324;105;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
12;23;15;58752;222;130;532;Pastries;1;Morning;Dine-in;0;1;Positive;1;0
8;15;21;58748;424;353;2486;Coffee;0;Morning;Takeaway;0;0;Positive;1;1
11;16;6;58736;114;214;2971;Coffee;1;Afternoon;Dine-in;0;0;Negative;1;1
7;2;29;58722;287;20;92;Pastries;0;Morning;Dine-in;0;0;Positive;0;1
13;2;2;58709;207;57;641;Pastries;0;Afternoon;Dine-in;0;0;Neutral;1;0
8;19;0;58691;272;201;1981;Pastries;0;Evening;Takeaway;0;1;Negative;1;1
11;1;41;58684;425;475;2001;Pastries;0;Afternoon;Takeaway;0;0;Neutral;0;1
6;15;6;58673;461;329;517;Coffee;0;Evening;Delivery;0;1;Positive;1;0
9;30;8;58669;356;340;2903;Lunch;1;Afternoon;Dine-in;0;0;Positive;1;0
9;9;12;58648;146;178;1098;Coffee;0;Morning;Delivery;0;0;Positive;1;0
13;15;5;58648;129;382;1701;Coffee;0;Morning;Dine-in;1;0;Positive;1;0
10;4;20;58648;67;174;594;Coffee;0;Morning;Dine-in;0;1;Positive;1;0
3;0;7;58647;187;358;561;Pastries;0;Morning;Dine-in;0;0;Neutral;1;1
8;5;6;58644;185;312;677;Coffee;0;Evening;Dine-in;0;1;Neutral;1;0
8;30;28;58637;61;486;1087;Pastries;0;Morning;Dine-in;0;0;Negative;1;1
5;7;7;58634;228;47;2177;Coffee;1;Evening;Dine-in;0;0;Negative;1;0
5;4;4;58622;129;155;1807;Coffee;0;Morning;Dine-in;0;1;Positive;1;0
5;12;8;58622;103;356;1669;Coffee;0;Afternoon;Delivery;0;0;Positive;1;0
4;1;5;58612;459;408;1731;Pastries;0;Evening;Dine-in;0;0;Negative;1;0
7;43;0;58601;20;8;2541;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
12;2;2;58589;468;84;501;Lunch;0;Afternoon;Takeaway;0;0;Positive;1;0
9;19;28;58564;201;128;2715;Pastries;1;Morning;Dine-in;0;2;Neutral;0;1
10;9;16;58562;147;264;1937;Pastries;0;Evening;Takeaway;0;0;Positive;0;0
12;2;5;58559;47;429;1450;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
7;4;0;58556;1;69;2259;Pastries;0;Morning;Dine-in;0;1;Positive;1;0
10;30;0;58553;121;387;176;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
6;2;2;58551;224;90;824;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
9;12;23;58544;177;150;814;Lunch;0;Morning;Takeaway;0;0;Positive;0;1
8;0;17;58542;150;261;140;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
10;27;2;58537;14;139;1254;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
5;7;17;58528;1;349;1299;Coffee;0;Morning;Takeaway;0;3;Positive;1;1
3;1;0;58511;387;417;2350;Pastries;1;Morning;Dine-in;0;2;Positive;1;1
3;28;1;58508;138;192;2887;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;0
5;96;17;58500;379;185;730;Coffee;0;Morning;Takeaway;0;0;Positive;1;1
8;32;7;58483;83;348;2286;Coffee;0;Morning;Takeaway;1;0;Positive;1;1
9;36;4;58479;488;25;2057;Pastries;0;Morning;Delivery;1;0;Neutral;1;1
7;1;20;58479;252;410;2611;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
13;13;20;58471;466;333;2020;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
10;4;7;58467;498;209;573;Coffee;0;Evening;Takeaway;0;0;Neutral;1;0
6;12;0;58443;257;221;905;Coffee;0;Afternoon;Dine-in;0;1;Positive;0;1
3;3;1;58440;385;259;2758;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
8;3;3;58438;49;109;1701;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
11;4;12;58436;388;48;1611;Pastries;1;Morning;Dine-in;0;3;Positive;1;0
7;8;19;58434;372;404;2196;Coffee;0;Afternoon;Dine-in;0;0;Negative;1;1
5;2;1;58429;167;492;2570;Lunch;0;Morning;Takeaway;0;0;Neutral;1;0
8;14;15;58420;269;30;1279;Coffee;0;Morning;Dine-in;0;2;Positive;0;0
11;16;12;58416;347;244;2356;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
4;5;10;58410;371;70;1348;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;1
8;14;0;58410;387;60;2502;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;11;11;58394;467;333;160;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;0;6;58382;234;333;182;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
10;13;5;58368;33;367;1897;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
6;32;6;58333;39;362;237;Pastries;0;Afternoon;Dine-in;0;2;Positive;1;1
8;4;13;58325;338;170;882;Coffee;0;Morning;Takeaway;1;0;Positive;1;0
10;15;3;58320;237;190;1585;Coffee;1;Afternoon;Dine-in;1;0;Positive;1;0
4;15;1;58319;375;361;2220;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
7;13;10;58318;357;484;279;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
12;2;4;58316;273;40;244;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
7;20;20;58310;478;86;805;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
11;29;14;58301;256;145;2912;Lunch;0;Morning;Takeaway;1;0;Positive;1;0
7;12;26;58299;478;28;2544;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
3;28;11;58292;456;116;2189;Pastries;0;Evening;Dine-in;0;1;Positive;1;1
3;5;10;58287;31;212;2777;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
10;4;2;58280;378;437;492;Pastries;0;Afternoon;Takeaway;0;0;Negative;1;1
5;6;5;58279;228;387;2565;Pastries;0;Evening;Delivery;0;2;Positive;0;1
8;2;30;58269;200;429;1127;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
8;2;7;58264;156;103;2015;Lunch;0;Morning;Takeaway;1;0;Positive;1;1
9;17;7;58262;401;469;1920;Coffee;1;Afternoon;Dine-in;0;0;Neutral;1;0
13;10;2;58258;151;402;338;Pastries;1;Morning;Dine-in;0;0;Positive;1;1
7;17;6;58252;63;460;1921;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
6;1;11;58247;409;437;1171;Coffee;0;Evening;Dine-in;0;0;Positive;0;1
11;15;3;58244;401;95;2117;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
11;7;4;58241;325;364;78;Coffee;1;Afternoon;Dine-in;0;0;Neutral;1;1
9;18;3;58241;170;418;1600;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;0
11;12;6;58233;420;488;1743;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;20;3;58226;422;253;231;Pastries;1;Morning;Takeaway;0;0;Positive;1;0
8;14;0;58219;154;48;2513;Coffee;0;Afternoon;Delivery;0;0;Positive;1;0
9;0;1;58213;453;469;258;Coffee;0;Morning;Delivery;1;2;Positive;1;0
7;10;2;58212;238;416;2935;Coffee;1;Evening;Takeaway;0;0;Positive;1;0
10;1;2;58208;437;378;417;Pastries;0;Afternoon;Delivery;0;0;Positive;1;0
4;28;5;58204;286;452;909;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;1
12;20;20;58188;385;97;979;Pastries;0;Morning;Dine-in;0;2;Positive;1;0
6;1;4;58185;489;206;1577;Coffee;0;Evening;Dine-in;1;0;Positive;1;1
6;7;9;58182;289;1;1033;Coffee;0;Morning;Takeaway;0;0;Negative;0;1
13;3;5;58175;256;450;2219;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
6;9;0;58171;228;265;801;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
15;3;3;58166;335;377;1130;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
12;16;1;58163;59;216;985;Coffee;0;Afternoon;Takeaway;0;2;Positive;1;0
6;5;11;58155;96;472;420;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
10;15;1;58153;393;184;2066;Coffee;0;Evening;Delivery;0;0;Positive;1;0
2;10;2;58150;226;404;485;Coffee;0;Morning;Takeaway;0;0;Negative;1;1
7;10;6;58143;454;11;1308;Coffee;1;Morning;Dine-in;0;1;Positive;0;1
8;6;23;58142;120;344;694;Coffee;0;Evening;Dine-in;0;0;Negative;1;0
11;9;1;58141;25;479;2998;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
9;8;8;58140;363;478;2104;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
8;16;18;58136;65;404;264;Coffee;1;Afternoon;Takeaway;0;2;Positive;1;0
7;19;28;58130;56;149;626;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;0
2;4;5;58121;441;436;597;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
6;15;1;58117;353;65;896;Coffee;0;Afternoon;Dine-in;0;3;Positive;1;0
7;6;12;58116;136;179;1968;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
11;5;2;58100;498;302;1310;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
10;3;4;58099;53;116;2349;Lunch;0;Morning;Takeaway;0;0;Positive;1;0
4;21;8;58095;189;73;1306;Pastries;0;Evening;Takeaway;0;0;Positive;1;1
5;1;7;58094;244;14;1663;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
6;5;38;58092;186;273;1438;Pastries;0;Evening;Takeaway;0;0;Positive;1;0
4;6;6;58091;80;451;1918;Coffee;1;Morning;Takeaway;0;1;Positive;0;1
8;17;28;58089;234;214;133;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;0
10;8;3;58069;18;75;1817;Coffee;0;Morning;Delivery;1;0;Positive;1;0
6;13;6;58068;92;446;456;Coffee;0;Evening;Delivery;0;1;Positive;1;0
9;15;8;58034;172;34;572;Pastries;0;Afternoon;Takeaway;0;0;Positive;1;0
5;5;8;58031;173;120;2975;Pastries;0;Afternoon;Takeaway;1;0;Positive;0;1
5;14;2;58029;127;278;2312;Coffee;0;Morning;Dine-in;0;0;Positive;0;1
7;17;10;58025;97;400;996;Coffee;0;Evening;Delivery;0;0;Positive;1;0
11;12;25;58017;122;257;1071;Pastries;0;Afternoon;Delivery;0;0;Positive;1;0
9;3;16;58012;290;99;2811;Lunch;1;Afternoon;Takeaway;0;3;Positive;1;1
9;4;7;58002;112;427;1432;Coffee;0;Morning;Dine-in;1;0;Neutral;1;0
5;11;22;57986;91;267;1982;Pastries;0;Afternoon;Dine-in;0;0;Positive;0;1
6;16;3;57975;346;358;2691;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
9;27;26;57973;324;313;2159;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
14;23;17;57971;351;71;1141;Coffee;0;Afternoon;Dine-in;0;0;Positive;0;1
14;5;8;57968;38;105;2461;Pastries;0;Morning;Delivery;0;3;Neutral;1;0
7;3;9;57956;15;92;2508;Pastries;0;Afternoon;Dine-in;0;2;Positive;1;0
10;22;5;57949;223;411;2840;Pastries;0;Evening;Delivery;0;0;Negative;1;1
18;12;2;57945;51;18;2899;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
3;6;29;57944;328;56;1373;Lunch;0;Morning;Takeaway;0;0;Positive;0;1
7;38;26;57936;399;181;130;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;1
6;0;3;57931;122;181;2277;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
4;36;5;57930;473;370;2636;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;1
9;1;25;57920;361;370;2033;Pastries;0;Evening;Dine-in;0;0;Neutral;1;0
5;8;34;57910;367;418;1425;Coffee;0;Morning;Takeaway;0;3;Positive;0;1
12;9;6;57909;240;114;1196;Pastries;0;Afternoon;Dine-in;0;1;Positive;1;0
9;7;4;57908;228;2;1120;Pastries;0;Afternoon;Takeaway;0;0;Neutral;1;0
8;6;3;57900;101;134;268;Coffee;0;Morning;Dine-in;0;1;Positive;1;0
7;13;17;57894;50;16;2762;Pastries;1;Morning;Dine-in;0;0;Positive;1;0
6;21;9;57892;332;379;811;Pastries;1;Morning;Dine-in;0;0;Neutral;1;0
7;37;18;57887;439;142;478;Pastries;0;Morning;Takeaway;0;0;Negative;1;0
6;46;6;57873;161;478;896;Pastries;0;Morning;Takeaway;0;3;Positive;1;1
3;4;35;57869;163;52;292;Coffee;0;Evening;Takeaway;0;0;Positive;1;1
5;44;12;57867;481;44;2558;Lunch;0;Afternoon;Takeaway;0;0;Positive;1;1
6;24;6;57860;357;496;577;Coffee;0;Morning;Delivery;0;0;Positive;1;0
10;17;0;57853;190;490;2969;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
7;21;2;57851;265;119;2744;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
5;53;9;57849;164;173;914;Pastries;0;Morning;Takeaway;0;0;Positive;1;1
12;19;5;57831;368;252;1077;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;0
8;30;1;57821;258;444;1433;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
14;8;5;57816;152;463;442;Lunch;0;Morning;Takeaway;0;0;Negative;1;0
6;12;25;57810;234;184;928;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
14;15;16;57800;119;32;2091;Lunch;0;Morning;Dine-in;0;1;Negative;1;0
6;7;36;57800;386;91;698;Coffee;0;Morning;Takeaway;0;0;Positive;1;1
7;14;0;57795;348;461;742;Pastries;0;Afternoon;Takeaway;0;0;Positive;1;0
11;31;9;57786;24;23;1156;Pastries;0;Morning;Dine-in;0;0;Positive;1;1
13;42;7;57785;226;402;2309;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;1
2;25;7;57779;481;118;119;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
6;5;1;57775;437;35;1834;Lunch;0;Evening;Dine-in;0;0;Neutral;1;0
14;25;5;57741;127;434;2897;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
8;9;20;57736;255;425;1681;Lunch;0;Morning;Dine-in;0;0;Positive;0;1
5;13;1;57733;487;305;2536;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
10;18;19;57728;103;274;2543;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
13;24;1;57722;193;233;902;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
7;24;15;57710;156;341;99;Coffee;1;Morning;Takeaway;0;1;Negative;1;0
12;8;5;57708;300;63;2464;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
5;22;24;57703;169;39;2152;Coffee;1;Morning;Takeaway;0;0;Positive;1;0
7;28;2;57700;14;385;2180;Coffee;0;Afternoon;Takeaway;0;2;Negative;1;1
7;3;3;57695;374;17;1346;Coffee;0;Morning;Dine-in;0;2;Positive;1;1
8;15;9;57693;113;45;2438;Pastries;1;Afternoon;Dine-in;0;0;Neutral;1;0
9;4;4;57683;172;123;1450;Coffee;0;Morning;Takeaway;0;0;Positive;0;1
6;2;2;57681;158;65;2600;Coffee;0;Evening;Dine-in;0;2;Positive;1;0
10;5;18;57676;402;145;614;Pastries;0;Morning;Takeaway;0;0;Neutral;1;0
9;5;16;57672;207;408;2817;Coffee;0;Evening;Delivery;0;0;Positive;1;0
8;50;17;57669;329;423;1229;Coffee;0;Afternoon;Delivery;0;0;Positive;1;0
13;27;0;57665;307;141;1393;Pastries;0;Morning;Takeaway;0;2;Neutral;1;1
8;2;32;57663;464;387;2211;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
9;6;29;57656;227;161;84;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;1
8;17;10;57656;249;109;1296;Coffee;1;Morning;Dine-in;0;0;Neutral;1;1
9;9;11;57655;371;324;2165;Pastries;0;Morning;Takeaway;1;0;Positive;1;0
5;6;7;57650;153;49;2161;Lunch;0;Afternoon;Dine-in;0;1;Positive;1;0
9;2;2;57634;478;318;2935;Pastries;0;Morning;Dine-in;0;3;Positive;1;0
7;22;4;57632;328;394;2729;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
6;2;12;57626;63;487;344;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;0
8;5;2;57620;2;349;774;Coffee;0;Afternoon;Dine-in;1;0;Positive;1;0
8;21;4;57599;374;162;1978;Pastries;0;Afternoon;Takeaway;0;0;Positive;1;0
10;23;23;57597;11;314;2168;Pastries;0;Morning;Dine-in;0;0;Neutral;1;1
8;12;6;57596;431;481;1924;Pastries;1;Evening;Dine-in;0;0;Positive;1;0
5;1;5;57592;363;151;1843;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
10;0;36;57587;430;179;1799;Lunch;0;Afternoon;Dine-in;0;1;Positive;1;0
9;34;0;57570;394;417;1562;Coffee;0;Evening;Dine-in;0;2;Positive;1;1
6;14;6;57557;297;187;2812;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
5;7;0;57541;325;325;1203;Pastries;0;Morning;Dine-in;0;0;Neutral;1;0
12;6;8;57541;460;488;1587;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
4;37;4;57539;431;480;364;Coffee;0;Morning;Dine-in;1;0;Positive;1;1
7;4;6;57536;235;229;2131;Lunch;0;Morning;Delivery;0;0;Positive;1;0
10;46;2;57532;125;168;1463;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
8;61;13;57521;193;207;1955;Coffee;1;Afternoon;Dine-in;0;1;Neutral;1;1
7;47;9;57495;298;270;437;Pastries;1;Evening;Dine-in;0;0;Positive;1;1
8;76;2;57493;342;359;227;Pastries;0;Evening;Takeaway;0;0;Negative;1;1
11;0;2;57491;92;0;2813;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
6;23;18;57491;436;112;2144;Lunch;1;Evening;Dine-in;0;0;Neutral;1;0
5;2;14;57487;91;107;2336;Coffee;1;Morning;Dine-in;0;1;Positive;1;0
4;13;16;57484;162;322;2290;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
10;1;0;57470;164;64;612;Lunch;0;Afternoon;Dine-in;1;0;Negative;1;1
10;11;16;57465;487;302;1208;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;0
